student_id,age,gender,parent_education,lunch,internet_access,extracurricular,siblings,test_prep_course,study_time_hrs,attendance_pct,math_score,reading_score,writing_score,total_score,average_score,grade,pass_fail
154,18,M,bachelor's degree,standard,yes,yes,4,completed,1.0,83.0,76.0,76.0,77.0,229,76.3,A,Pass
181,14,m,bachelor's degree,standard,yes,yes,3,completed,4.0,88.0,84.0,94.0,72.0,250,83.3,A+,PASS
671,14,M,associate's degree,free/reduced,yes,no,1,none,1.0,77.0,42.0,64.0,62.0,168,56.0,C,pass
183,17,FEMALE,high school,standard,yes,no,1,completed,4.0,63.0,72.0,70.0,64.0,206,68.7,B,PASS
915,15,FEMALE,,standard,yes,yes,3,none,,,,,,204,68.0,B,Pass
332,15,M,associate's degree,standard,yes,yes,3,none,4.0,68.0,68.0,72.0,76.0,216,72.0,A,Pass
498,16,f,high school,standard,yes,yes,4,completed,2.0,76.0,61.0,72.0,82.0,215,71.7,A,pass
601,14,MALE,high school,free/reduced,yes,yes,2,completed,3.0,61.0,70.0,80.0,62.0,212,70.7,A,pass
142,18,Male,some college,free/reduced,yes,no,4,completed,5.0,87.0,88.0,69.0,81.0,238,79.3,A,pass
788,14,FEMALE,some college,standard,yes,yes,2,none,3.0,71.0,66.0,73.0,66.0,205,68.3,B,PASS
681,17,F,master's degree,standard,no,no,1,completed,2.0,70.0,75.0,84.0,84.0,243,81.0,A+,PASS
802,14,female,master's degree,standard,yes,no,0,none,5.0,83.0,88.0,91.0,100.0,279,93.0,O,Pass
564,15,Male,some college,standard,yes,yes,3,none,2.0,79.0,56.0,60.0,72.0,188,62.7,B,Pass
595,15,F,some college,standard,no,no,0,completed,2.0,68.0,61.0,75.0,78.0,214,71.3,A,PASS
731,15,male,master's degree,free/reduced,yes,no,2,none,4.0,85.0,82.0,68.0,80.0,230,76.7,A,pass
317,14,male,associate's degree,standard,yes,no,0,none,2.0,93.0,64.0,66.0,74.0,204,68.0,B,Pass
416,18,m,some college,free/reduced,yes,yes,1,none,2.0,72.0,69.0,68.0,51.0,188,62.7,B,PASS
211,17,male,bachelor's degree,standard,no,no,1,none,1.0,77.0,68.0,52.0,52.0,172,57.3,C,PASS
543,18,male,some college,standard,no,no,1,completed,3.0,71.0,78.0,75.0,70.0,223,74.3,A,PASS
143,16,female,some college,standard,yes,yes,4,none,3.0,75.0,61.0,77.0,72.0,210,70.0,B,PASS
3,14,MALE,some college,standard,yes,yes,0,none,5.0,61.0,76.0,65.0,78.0,219,73.0,A,pass
363,16,male,associate's degree,standard,no,no,0,none,2.0,81.0,64.0,70.0,67.0,201,67.0,B,Pass
5,17,male,bachelor's degree,standard,yes,yes,3,completed,5.0,65.0,70.0,96.0,76.0,242,80.7,A+,PASS
45,17,Female,associate's degree,free/reduced,yes,yes,0,completed,4.0,80.0,73.0,88.0,75.0,236,78.7,A,pass
282,15,female,associate's degree,free/reduced,yes,no,3,none,2.0,81.0,68.0,60.0,72.0,200,66.7,B,pass
203,15,male,some college,standard,yes,yes,4,completed,2.0,62.0,63.0,65.0,73.0,201,67.0,B,pass
584,17,Female,master's degree,free/reduced,no,yes,3,none,4.0,92.0,84.0,85.0,97.0,266,88.7,A+,pass
359,16,M,associate's degree,free/reduced,yes,yes,4,completed,2.0,73.0,56.0,64.0,61.0,181,60.3,B,Pass
539,16,Male,high school,standard,no,yes,4,completed,3.0,92.0,75.0,69.0,78.0,222,74.0,A,pass
372,14,female,some college,standard,yes,yes,3,none,1.0,96.0,71.0,64.0,72.0,207,69.0,B,pass
878,14,Female,associate's degree,free/reduced,yes,yes,0,completed,4.0,63.0,78.0,85.0,76.0,239,79.7,A,pass
613,15,FEMALE,some college,standard,yes,no,1,none,1.0,65.0,51.0,56.0,61.0,168,56.0,C,pass
238,15,f,bachelor's degree,standard,yes,yes,2,none,4.0,88.0,96.0,84.0,82.0,262,87.3,A+,Pass
375,18,Male,high school,free/reduced,yes,no,0,none,1.0,86.0,60.0,54.0,61.0,175,58.3,C,PASS
274,17,female,some college,free/reduced,no,yes,3,none,4.0,96.0,67.0,72.0,78.0,217,72.3,A,Pass
838,17,Male,bachelor's degree,standard,yes,no,1,none,5.0,82.0,84.0,83.0,94.0,261,87.0,A+,pass
195,14,m,high school,standard,yes,no,2,none,2.0,70.0,61.0,71.0,49.0,181,60.3,B,Pass
514,14,Female,high school,standard,yes,yes,3,completed,1.0,68.0,49.0,66.0,71.0,186,62.0,B,pass
799,14,Male,associate's degree,standard,yes,yes,3,completed,2.0,66.0,69.0,58.0,72.0,199,66.3,B,pass
921,17,male,some college,standard,yes,yes,4,none,1.0,82.0,60.0,59.0,56.0,175,58.3,C,Pass
210,14,MALE,bachelor's degree,free/reduced,no,no,1,completed,5.0,82.0,,,,243,81.0,A+,PASS
163,14,f,associate's degree,free/reduced,no,yes,1,completed,1.0,85.0,72.0,79.0,72.0,223,74.3,A,pass
692,18,FEMALE,associate's degree,free/reduced,yes,yes,2,none,4.0,95.0,84.0,81.0,79.0,244,81.3,A+,Pass
654,17,m,bachelor's degree,free/reduced,yes,no,2,completed,2.0,71.0,65.0,65.0,77.0,207,69.0,B,PASS
88,18,M,high school,standard,yes,no,0,none,4.0,71.0,84.0,72.0,72.0,228,76.0,A,PASS
767,17,m,some college,standard,yes,yes,3,none,3.0,77.0,60.0,77.0,71.0,208,69.3,B,Pass
629,14,M,some college,free/reduced,yes,yes,3,none,2.0,64.0,48.0,59.0,45.0,152,50.7,C,Pass
191,16,Male,some college,standard,yes,no,1,none,4.0,75.0,80.0,71.0,79.0,230,76.7,A,Pass
179,16,MALE,master's degree,standard,yes,no,2,completed,4.0,68.0,95.0,84.0,76.0,255,85.0,A+,PASS
587,14,Female,associate's degree,standard,yes,no,3,completed,1.0,83.0,66.0,72.0,81.0,219,73.0,A,PASS
393,14,f,bachelor's degree,free/reduced,yes,no,0,none,3.0,73.0,73.0,70.0,79.0,222,74.0,A,pass
648,15,m,bachelor's degree,standard,yes,no,3,none,2.0,67.0,67.0,78.0,67.0,212,70.7,A,pass
582,17,M,high school,standard,yes,no,3,none,2.0,71.0,,64.0,68.0,185,61.7,B,Pass
946,14,M,high school,standard,no,no,4,none,5.0,90.0,71.0,82.0,80.0,233,77.7,A,pass
718,18,female,bachelor's degree,standard,no,yes,4,completed,3.0,80.0,,78.0,,251,83.7,A+,pass
512,17,f,master's degree,standard,no,yes,3,completed,2.0,77.0,80.0,77.0,84.0,241,80.3,A+,PASS
636,15,FEMALE,high school,free/reduced,no,yes,2,none,1.0,68.0,,,,155,51.7,C,pass
440,18,m,associate's degree,standard,yes,no,1,completed,2.0,93.0,67.0,82.0,83.0,232,77.3,A,PASS
472,18,F,master's degree,free/reduced,yes,no,2,completed,3.0,95.0,73.0,90.0,84.0,247,82.3,A+,PASS
399,18,female,high school,standard,yes,yes,3,completed,3.0,69.0,68.0,70.0,59.0,197,65.7,B,PASS
607,18,Male,some college,free/reduced,no,yes,4,none,5.0,61.0,72.0,78.0,71.0,221,73.7,A,pass
36,17,male,master's degree,standard,yes,no,1,none,1.0,78.0,62.0,64.0,57.0,183,61.0,B,pass
723,15,Female,some college,standard,yes,yes,4,completed,5.0,92.0,84.0,90.0,94.0,268,89.3,A+,PASS
874,18,Male,associate's degree,standard,yes,no,3,none,2.0,88.0,78.0,71.0,57.0,206,68.7,B,Pass
44,15,f,bachelor's degree,standard,yes,no,1,none,2.0,65.0,60.0,69.0,62.0,191,63.7,B,Pass
262,18,,,free/reduced,,yes,1,completed,,,,,,247,82.3,A+,pass
579,15,FEMALE,some college,free/reduced,no,yes,4,completed,4.0,61.0,60.0,85.0,77.0,222,74.0,A,pass
430,18,female,some college,standard,yes,yes,3,completed,1.0,97.0,75.0,70.0,66.0,211,70.3,A,Pass
229,14,male,some college,free/reduced,yes,no,0,completed,1.0,72.0,57.0,54.0,48.0,159,53.0,C,Pass
6,17,FEMALE,high school,standard,yes,yes,0,completed,3.0,70.0,74.0,71.0,78.0,223,74.3,A,Pass
969,18,female,master's degree,standard,yes,yes,2,none,5.0,63.0,100.0,89.0,88.0,277,92.3,O,pass
836,16,F,bachelor's degree,standard,yes,no,0,none,1.0,99.0,76.0,80.0,84.0,240,80.0,A,Pass
319,16,,,standard,,yes,4,completed,,,,,,227,75.7,A,pass
902,17,female,high school,standard,yes,no,4,completed,3.0,64.0,72.0,67.0,69.0,208,69.3,B,Pass
313,18,f,,standard,,yes,1,none,,,,,,192,64.0,B,pass
76,14,female,master's degree,standard,no,yes,3,none,2.0,69.0,83.0,76.0,70.0,229,76.3,A,pass
174,17,f,associate's degree,free/reduced,no,yes,3,completed,1.0,67.0,71.0,59.0,57.0,187,62.3,B,pass
862,18,Male,some college,standard,yes,yes,4,completed,3.0,70.0,66.0,69.0,71.0,206,68.7,B,PASS
52,14,Female,bachelor's degree,standard,yes,no,0,completed,1.0,77.0,58.0,77.0,77.0,212,70.7,A,Pass
552,16,F,associate's degree,standard,no,no,2,none,3.0,83.0,69.0,73.0,79.0,221,73.7,A,PASS
813,16,M,associate's degree,standard,yes,yes,1,none,1.0,70.0,61.0,51.0,49.0,161,53.7,C,pass
943,15,F,bachelor's degree,free/reduced,yes,no,1,completed,2.0,71.0,56.0,64.0,73.0,193,64.3,B,pass
221,14,M,master's degree,standard,no,no,3,none,2.0,62.0,61.0,75.0,65.0,201,67.0,B,PASS
509,14,F,some college,standard,no,yes,4,none,3.0,77.0,61.0,58.0,61.0,180,60.0,C,pass
599,17,F,,free/reduced,yes,no,1,completed,,,,,,229,76.3,A,pass
388,14,Male,some college,standard,yes,no,1,completed,3.0,66.0,64.0,74.0,73.0,211,70.3,A,pass
94,15,FEMALE,some college,standard,yes,yes,2,none,3.0,82.0,71.0,66.0,68.0,205,68.3,B,PASS
149,16,MALE,bachelor's degree,free/reduced,no,yes,1,completed,3.0,69.0,70.0,84.0,77.0,231,77.0,A,pass
483,18,Male,high school,standard,no,yes,4,none,2.0,84.0,51.0,63.0,56.0,170,56.7,C,pass
873,18,f,bachelor's degree,free/reduced,yes,no,2,completed,1.0,64.0,52.0,66.0,61.0,179,59.7,C,Pass
250,16,Male,associate's degree,standard,yes,yes,0,none,5.0,89.0,83.0,74.0,77.0,234,78.0,A,PASS
341,18,Male,high school,standard,yes,yes,4,completed,3.0,83.0,70.0,71.0,82.0,223,74.3,A,PASS
865,18,Female,bachelor's degree,standard,no,yes,2,none,2.0,92.0,76.0,70.0,67.0,213,71.0,A,PASS
201,15,Male,associate's degree,free/reduced,yes,yes,4,none,3.0,64.0,66.0,64.0,59.0,189,63.0,B,pass
92,17,f,associate's degree,free/reduced,yes,no,2,none,1.0,66.0,67.0,52.0,53.0,172,57.3,C,PASS
541,15,Male,associate's degree,free/reduced,yes,yes,4,completed,4.0,76.0,76.0,70.0,78.0,224,74.7,A,Pass
585,14,,,standard,,no,4,none,,,,,,227,75.7,A,pass
443,15,m,bachelor's degree,free/reduced,yes,yes,3,completed,1.0,66.0,60.0,64.0,60.0,184,61.3,B,Pass
319,16,M,high school,standard,yes,yes,4,completed,4.0,62.0,71.0,81.0,75.0,227,75.7,A,PASS
281,15,f,bachelor's degree,standard,no,no,3,completed,2.0,81.0,71.0,84.0,87.0,242,80.7,A+,PASS
411,17,m,associate's degree,standard,no,yes,4,completed,1.0,65.0,59.0,70.0,67.0,196,65.3,B,pass
639,17,Female,associate's degree,standard,no,yes,3,none,3.0,88.0,68.0,75.0,72.0,215,71.7,A,pass
569,18,m,some college,standard,yes,yes,2,completed,3.0,85.0,71.0,69.0,74.0,214,71.3,A,PASS
825,17,female,master's degree,free/reduced,yes,no,3,none,4.0,65.0,,76.0,,249,83.0,A+,pass
984,15,MALE,high school,standard,yes,no,0,none,3.0,60.0,51.0,48.0,57.0,156,52.0,C,PASS
336,18,f,some college,free/reduced,yes,no,4,none,2.0,83.0,60.0,59.0,67.0,186,62.0,B,PASS
893,14,m,high school,standard,no,no,1,none,3.0,94.0,70.0,66.0,68.0,204,68.0,B,pass
944,16,M,some college,free/reduced,yes,no,2,none,2.0,80.0,63.0,58.0,54.0,175,58.3,C,Pass
947,14,MALE,bachelor's degree,standard,yes,no,0,none,1.0,90.0,65.0,81.0,62.0,208,69.3,B,Pass
507,15,female,bachelor's degree,standard,yes,no,3,none,2.0,69.0,67.0,57.0,85.0,209,69.7,B,PASS
769,17,Female,associate's degree,standard,yes,no,4,none,4.0,89.0,66.0,83.0,96.0,245,81.7,A+,Pass
776,17,male,high school,standard,yes,no,1,none,3.0,93.0,75.0,67.0,65.0,207,69.0,B,PASS
93,16,f,high school,standard,no,no,0,none,3.0,61.0,54.0,57.0,75.0,186,62.0,B,PASS
593,18,M,associate's degree,standard,yes,yes,4,completed,3.0,99.0,93.0,88.0,93.0,274,91.3,O,pass
759,16,M,high school,standard,no,yes,1,completed,2.0,85.0,78.0,49.0,60.0,187,62.3,B,Pass
755,15,F,bachelor's degree,free/reduced,no,yes,1,completed,1.0,69.0,67.0,66.0,68.0,201,67.0,B,pass
884,14,female,some college,standard,no,no,4,completed,3.0,84.0,83.0,72.0,93.0,248,82.7,A+,PASS
934,15,Male,bachelor's degree,standard,yes,no,3,completed,5.0,86.0,100.0,96.0,94.0,290,96.7,O,PASS
576,17,f,some college,free/reduced,yes,no,3,none,3.0,63.0,68.0,58.0,67.0,193,64.3,B,Pass
574,15,FEMALE,high school,free/reduced,yes,yes,0,completed,3.0,79.0,63.0,68.0,82.0,213,71.0,A,PASS
279,18,male,bachelor's degree,standard,no,yes,4,completed,3.0,68.0,65.0,83.0,74.0,222,74.0,A,PASS
280,18,Female,associate's degree,free/reduced,no,yes,4,completed,5.0,95.0,84.0,87.0,93.0,264,88.0,A+,PASS
338,14,MALE,some college,standard,yes,yes,1,completed,1.0,97.0,60.0,75.0,70.0,205,68.3,B,PASS
228,14,female,bachelor's degree,free/reduced,no,yes,3,completed,1.0,89.0,73.0,82.0,75.0,230,76.7,A,pass
9,16,Male,master's degree,standard,yes,yes,0,none,4.0,70.0,79.0,79.0,80.0,238,79.3,A,PASS
86,18,MALE,some college,standard,no,no,2,none,2.0,95.0,72.0,71.0,42.0,185,61.7,B,PASS
985,15,F,some college,standard,yes,no,2,none,2.0,87.0,75.0,72.0,76.0,223,74.3,A,PASS
631,16,m,bachelor's degree,standard,yes,yes,0,none,2.0,74.0,78.0,72.0,65.0,215,71.7,A,pass
747,16,M,high school,standard,yes,no,2,none,2.0,96.0,65.0,73.0,55.0,193,64.3,B,pass
861,14,female,master's degree,standard,yes,yes,2,none,1.0,73.0,50.0,72.0,75.0,197,65.7,B,pass
97,14,female,bachelor's degree,standard,yes,yes,4,completed,2.0,98.0,89.0,85.0,80.0,254,84.7,A+,PASS
342,17,f,bachelor's degree,standard,no,yes,2,none,1.0,66.0,69.0,79.0,51.0,199,66.3,B,Pass
122,16,MALE,some college,standard,yes,yes,1,none,2.0,81.0,49.0,74.0,75.0,198,66.0,B,pass
157,17,male,some college,standard,yes,no,2,none,2.0,65.0,67.0,49.0,52.0,168,56.0,C,pass
768,18,female,associate's degree,free/reduced,yes,yes,2,none,1.0,96.0,58.0,75.0,54.0,187,62.3,B,Pass
660,14,female,high school,free/reduced,yes,no,0,completed,3.0,62.0,56.0,58.0,66.0,180,60.0,C,pass
886,15,male,some college,standard,yes,yes,4,none,3.0,71.0,64.0,68.0,73.0,205,68.3,B,PASS
471,18,M,bachelor's degree,standard,yes,yes,0,completed,5.0,61.0,93.0,83.0,81.0,257,85.7,A+,Pass
558,16,F,some college,standard,yes,no,4,completed,1.0,67.0,54.0,65.0,67.0,186,62.0,B,Pass
294,15,F,associate's degree,free/reduced,yes,yes,0,completed,4.0,63.0,71.0,84.0,68.0,223,74.3,A,pass
855,16,male,associate's degree,free/reduced,yes,no,4,completed,3.0,94.0,72.0,73.0,83.0,228,76.0,A,pass
819,14,f,high school,standard,no,yes,0,none,2.0,87.0,66.0,68.0,66.0,200,66.7,B,PASS
165,16,FEMALE,high school,free/reduced,yes,no,1,none,3.0,87.0,60.0,63.0,68.0,191,63.7,B,Pass
50,17,female,bachelor's degree,standard,yes,no,3,completed,3.0,69.0,80.0,82.0,88.0,250,83.3,A+,pass
283,17,f,some college,standard,yes,yes,1,none,1.0,81.0,62.0,58.0,55.0,175,58.3,C,pass
365,14,MALE,some college,free/reduced,yes,no,3,completed,1.0,78.0,52.0,64.0,73.0,189,63.0,B,Pass
311,17,FEMALE,master's degree,free/reduced,yes,no,0,completed,3.0,98.0,90.0,81.0,97.0,268,89.3,A+,Pass
511,16,M,some college,standard,yes,no,1,none,1.0,96.0,67.0,73.0,69.0,209,69.7,B,PASS
180,18,M,bachelor's degree,free/reduced,yes,yes,1,none,2.0,60.0,51.0,61.0,57.0,169,56.3,C,pass
70,15,female,some college,standard,yes,yes,1,none,4.0,74.0,76.0,83.0,81.0,240,80.0,A,PASS
958,16,Male,bachelor's degree,standard,yes,yes,0,none,1.0,96.0,63.0,73.0,67.0,203,67.7,B,PASS
918,15,Female,high school,standard,no,yes,1,none,1.0,68.0,70.0,62.0,44.0,176,58.7,C,PASS
702,16,f,high school,standard,no,no,1,none,1.0,83.0,67.0,51.0,69.0,187,62.3,B,Pass
973,17,M,master's degree,free/reduced,yes,no,4,none,2.0,69.0,77.0,69.0,67.0,213,71.0,A,Pass
59,16,MALE,bachelor's degree,free/reduced,yes,no,0,completed,1.0,68.0,58.0,66.0,64.0,188,62.7,B,Pass
906,15,f,associate's degree,standard,yes,yes,1,none,3.0,91.0,78.0,78.0,76.0,232,77.3,A,pass
599,17,F,bachelor's degree,free/reduced,yes,no,1,completed,2.0,82.0,62.0,82.0,85.0,229,76.3,A,PASS
864,15,Female,associate's degree,standard,yes,yes,0,completed,3.0,63.0,61.0,83.0,63.0,207,69.0,B,PASS
266,18,female,associate's degree,standard,yes,no,3,none,2.0,65.0,76.0,74.0,66.0,216,72.0,A,PASS
807,17,female,bachelor's degree,standard,no,yes,2,completed,3.0,68.0,76.0,96.0,72.0,244,81.3,A+,Pass
817,15,m,associate's degree,standard,yes,yes,1,none,4.0,66.0,78.0,61.0,69.0,208,69.3,B,pass
381,17,female,some college,free/reduced,no,no,1,completed,3.0,87.0,77.0,75.0,79.0,231,77.0,A,Pass
605,14,male,master's degree,free/reduced,yes,yes,3,completed,2.0,71.0,74.0,78.0,74.0,226,75.3,A,Pass
699,15,f,bachelor's degree,standard,yes,no,3,completed,2.0,89.0,81.0,83.0,87.0,251,83.7,A+,pass
782,16,M,bachelor's degree,standard,yes,yes,0,completed,4.0,72.0,83.0,82.0,84.0,249,83.0,A+,Pass
898,14,Female,some college,standard,no,yes,3,none,1.0,74.0,56.0,63.0,60.0,179,59.7,C,PASS
148,17,Male,bachelor's degree,free/reduced,yes,yes,0,none,2.0,86.0,72.0,74.0,75.0,221,73.7,A,PASS
252,17,Male,master's degree,standard,yes,no,1,none,5.0,79.0,100.0,95.0,85.0,280,93.3,O,Pass
661,14,f,bachelor's degree,free/reduced,no,yes,2,completed,3.0,90.0,76.0,89.0,75.0,240,80.0,A,pass
890,14,m,associate's degree,free/reduced,yes,no,2,none,1.0,62.0,59.0,59.0,45.0,163,54.3,C,pass
213,16,M,associate's degree,free/reduced,yes,yes,4,completed,4.0,74.0,78.0,87.0,80.0,245,81.7,A+,PASS
441,18,male,some college,standard,yes,no,2,completed,4.0,92.0,97.0,81.0,81.0,259,86.3,A+,Pass
913,17,male,some college,standard,yes,no,1,completed,3.0,85.0,80.0,70.0,71.0,221,73.7,A,PASS
331,16,MALE,some college,free/reduced,yes,yes,4,none,2.0,73.0,72.0,47.0,41.0,160,53.3,C,pass
798,16,M,high school,standard,no,no,0,completed,1.0,96.0,72.0,66.0,69.0,207,69.0,B,pass
277,14,male,some college,free/reduced,yes,no,3,completed,4.0,64.0,98.0,66.0,65.0,229,76.3,A,PASS
818,14,Male,bachelor's degree,standard,yes,no,2,completed,1.0,99.0,75.0,70.0,86.0,231,77.0,A,Pass
804,16,M,associate's degree,standard,yes,yes,3,completed,3.0,75.0,88.0,67.0,84.0,239,79.7,A,pass
682,16,m,some college,standard,no,yes,2,completed,3.0,71.0,84.0,61.0,72.0,217,72.3,A,Pass
708,17,f,some college,free/reduced,yes,yes,2,none,3.0,97.0,68.0,77.0,75.0,220,73.3,A,PASS
449,18,Male,master's degree,standard,yes,yes,4,completed,1.0,60.0,81.0,67.0,72.0,220,73.3,A,Pass
386,14,f,high school,standard,yes,no,2,none,5.0,82.0,79.0,75.0,78.0,232,77.3,A,PASS
720,16,FEMALE,some college,standard,no,no,0,none,2.0,80.0,74.0,58.0,59.0,191,63.7,B,PASS
525,18,female,master's degree,standard,yes,no,0,completed,3.0,74.0,95.0,93.0,94.0,282,94.0,O,Pass
304,15,f,associate's degree,standard,yes,no,4,none,5.0,93.0,96.0,93.0,91.0,280,93.3,O,PASS
488,15,FEMALE,some college,standard,yes,yes,3,none,3.0,92.0,82.0,69.0,75.0,226,75.3,A,PASS
754,16,female,high school,free/reduced,yes,yes,4,completed,3.0,89.0,82.0,77.0,76.0,235,78.3,A,Pass
851,16,Male,bachelor's degree,standard,no,yes,4,completed,4.0,68.0,87.0,72.0,85.0,244,81.3,A+,pass
20,17,Male,high school,free/reduced,yes,yes,1,none,2.0,94.0,56.0,58.0,61.0,175,58.3,C,pass
325,14,FEMALE,associate's degree,standard,no,yes,3,completed,2.0,81.0,83.0,95.0,73.0,251,83.7,A+,pass
261,17,MALE,high school,standard,yes,yes,2,completed,1.0,63.0,,57.0,61.0,173,57.7,C,PASS
994,15,f,high school,standard,no,no,4,none,4.0,90.0,75.0,66.0,83.0,224,74.7,A,Pass
410,18,FEMALE,some college,standard,yes,no,4,completed,,,,,,209,69.7,B,PASS
401,15,female,some college,standard,yes,no,4,completed,2.0,96.0,90.0,81.0,80.0,251,83.7,A+,Pass
109,15,FEMALE,associate's degree,standard,yes,no,2,none,5.0,61.0,84.0,91.0,91.0,266,88.7,A+,pass
55,16,Male,master's degree,standard,yes,yes,4,completed,1.0,90.0,83.0,83.0,82.0,248,82.7,A+,pass
910,18,F,bachelor's degree,standard,yes,yes,1,completed,3.0,83.0,85.0,91.0,89.0,265,88.3,A+,Pass
151,14,MALE,high school,standard,yes,yes,1,completed,4.0,95.0,73.0,81.0,79.0,233,77.7,A,pass
711,14,MALE,some college,free/reduced,yes,no,2,completed,1.0,69.0,59.0,52.0,56.0,167,55.7,C,pass
899,15,male,associate's degree,standard,yes,no,3,completed,1.0,87.0,81.0,61.0,61.0,203,67.7,B,pass
827,16,m,high school,free/reduced,yes,yes,4,none,1.0,63.0,54.0,37.0,47.0,138,46.0,D,fail
719,14,Female,bachelor's degree,free/reduced,yes,yes,0,none,3.0,65.0,76.0,55.0,64.0,195,65.0,B,pass
107,15,Female,some college,standard,yes,yes,2,completed,4.0,79.0,66.0,92.0,92.0,250,83.3,A+,Pass
866,18,MALE,high school,standard,yes,no,1,none,3.0,66.0,53.0,66.0,51.0,170,56.7,C,Pass
25,17,female,bachelor's degree,standard,no,yes,2,none,1.0,84.0,56.0,56.0,76.0,188,62.7,B,PASS
939,14,female,some college,standard,no,no,4,none,5.0,95.0,76.0,91.0,99.0,266,88.7,A+,Pass
534,18,male,high school,free/reduced,yes,no,2,completed,5.0,87.0,79.0,73.0,76.0,228,76.0,A,PASS
834,15,Female,master's degree,free/reduced,no,yes,2,completed,3.0,86.0,93.0,89.0,77.0,259,86.3,A+,PASS
83,18,male,associate's degree,standard,yes,no,4,none,2.0,94.0,58.0,73.0,68.0,199,66.3,B,PASS
928,18,FEMALE,master's degree,free/reduced,yes,yes,4,none,1.0,93.0,65.0,72.0,79.0,216,72.0,A,PASS
975,16,F,some college,standard,yes,yes,4,none,3.0,72.0,75.0,75.0,74.0,224,74.7,A,PASS
614,16,f,associate's degree,free/reduced,yes,yes,3,completed,1.0,72.0,67.0,55.0,80.0,202,67.3,B,PASS
380,14,m,some college,standard,yes,yes,2,completed,2.0,75.0,52.0,61.0,68.0,181,60.3,B,Pass
77,17,,,standard,,no,4,none,,,,,,165,55.0,C,Pass
389,16,male,high school,free/reduced,no,yes,4,none,3.0,74.0,,62.0,,172,57.3,C,pass
407,14,F,bachelor's degree,free/reduced,yes,no,2,none,3.0,60.0,55.0,86.0,54.0,195,65.0,B,Pass
292,15,MALE,associate's degree,free/reduced,no,no,4,none,1.0,60.0,46.0,50.0,57.0,153,51.0,C,PASS
111,14,Female,high school,free/reduced,no,no,0,none,3.0,72.0,59.0,56.0,58.0,173,57.7,C,pass
625,16,MALE,bachelor's degree,free/reduced,yes,no,4,none,4.0,79.0,61.0,57.0,60.0,178,59.3,C,Pass
810,18,m,bachelor's degree,standard,no,yes,1,none,4.0,96.0,100.0,80.0,83.0,263,87.7,A+,pass
789,18,female,high school,standard,yes,yes,3,none,2.0,61.0,60.0,56.0,69.0,185,61.7,B,pass
247,15,Male,some college,standard,yes,yes,4,none,3.0,96.0,83.0,77.0,62.0,222,74.0,A,PASS
146,15,M,master's degree,free/reduced,yes,no,1,completed,1.0,72.0,76.0,61.0,61.0,198,66.0,B,Pass
129,16,female,high school,standard,no,no,2,none,4.0,94.0,99.0,80.0,86.0,265,88.3,A+,PASS
872,15,f,high school,free/reduced,no,no,1,none,2.0,74.0,42.0,58.0,68.0,168,56.0,C,Pass
623,17,Male,bachelor's degree,free/reduced,yes,yes,2,completed,3.0,78.0,,79.0,,232,77.3,A,Pass
503,14,Male,master's degree,free/reduced,yes,yes,0,completed,4.0,80.0,92.0,94.0,84.0,270,90.0,A+,PASS
134,15,M,associate's degree,free/reduced,yes,no,2,completed,2.0,66.0,67.0,62.0,73.0,202,67.3,B,PASS
487,15,Male,bachelor's degree,free/reduced,no,no,0,completed,1.0,99.0,74.0,78.0,82.0,234,78.0,A,pass
931,18,MALE,associate's degree,standard,yes,no,3,none,3.0,75.0,72.0,72.0,72.0,216,72.0,A,Pass
91,15,F,high school,free/reduced,no,no,2,none,5.0,68.0,72.0,67.0,79.0,218,72.7,A,PASS
206,14,male,master's degree,standard,no,yes,3,none,5.0,90.0,100.0,89.0,78.0,267,89.0,A+,pass
453,14,FEMALE,high school,standard,yes,no,3,none,5.0,98.0,77.0,76.0,83.0,236,78.7,A,PASS
171,18,f,high school,standard,yes,yes,3,none,2.0,80.0,61.0,50.0,63.0,174,58.0,C,Pass
942,15,M,high school,standard,yes,no,4,none,4.0,81.0,74.0,56.0,70.0,200,66.7,B,Pass
57,18,FEMALE,high school,standard,no,no,0,none,2.0,63.0,56.0,52.0,49.0,157,52.3,C,pass
405,16,F,some college,free/reduced,no,no,2,none,4.0,91.0,73.0,81.0,80.0,234,78.0,A,Pass
242,17,m,some college,free/reduced,yes,no,4,completed,4.0,73.0,69.0,56.0,73.0,198,66.0,B,Pass
600,18,FEMALE,some college,standard,yes,no,3,completed,1.0,76.0,64.0,71.0,66.0,201,67.0,B,PASS
347,18,m,high school,standard,yes,no,1,none,5.0,88.0,80.0,97.0,77.0,254,84.7,A+,pass
98,16,female,high school,standard,no,no,3,none,3.0,80.0,57.0,66.0,79.0,202,67.3,B,PASS
117,16,m,high school,free/reduced,no,yes,4,completed,3.0,77.0,69.0,67.0,78.0,214,71.3,A,PASS
202,14,f,high school,standard,yes,yes,4,none,3.0,91.0,57.0,82.0,83.0,222,74.0,A,Pass
909,14,male,associate's degree,free/reduced,yes,yes,2,completed,2.0,86.0,70.0,66.0,84.0,220,73.3,A,Pass
480,18,F,associate's degree,free/reduced,yes,yes,4,none,2.0,92.0,67.0,61.0,63.0,191,63.7,B,pass
324,18,female,some college,free/reduced,yes,no,4,completed,2.0,65.0,64.0,64.0,70.0,198,66.0,B,pass
194,18,male,some college,standard,yes,yes,1,none,2.0,82.0,77.0,52.0,48.0,177,59.0,C,Pass
